80,10,0,0
79,11,0,1
78,11,0,2
77,12,0,3
76,13,1,4
75,14,1,5
74,15,1,6
73,16,1,7
72,17,1,8
71,18,1,9
69,19,2,10
68,20,2,11
67,21,2,12
65,22,2,13
64,24,3,14
62,25,3,15
61,26,3,16
59,27,3,17
57,29,4,18
56,30,4,19
54,31,4,20
52,33,5,21
51,34,5,22
49,35,6,23
47,37,6,24
45,38,6,25
44,39,7,26
42,41,7,27
40,42,8,28
39,43,8,29
37,44,9,30
35,45,9,31
34,46,10,32
32,47,10,33
31,48,11,34
29,49,11,35
28,50,12,36
26,51,13,37
25,52,13,38
24,52,14,39
23,53,14,40
21,54,15,41
20,54,16,42
19,55,16,43
18,55,17,44
17,55,17,45
16,56,18,46
15,56,19,47
15,56,19,48
14,56,20,49
13,56,21,50
12,56,21,51
12,56,22,52
11,56,23,53
10,56,23,54
10,56,24,55
9,56,24,56
9,56,25,57
8,56,26,58
8,56,26,59
7,56,27,60
7,55,28,61
7,55,28,62
6,55,29,63
6,55,29,64
6,54,30,65
5,54,31,66
5,54,31,67
5,53,32,68
5,53,33,69
4,53,33,70
4,52,34,71
4,52,34,72
4,51,35,73
4,51,36,74
3,51,36,75
3,50,37,76
3,50,37,77
3,49,38,78
3,49,38,79
3,48,39,80
2,48,39,81
2,48,40,82
2,47,41,83
2,47,41,84
2,46,42,85
2,46,42,86
2,45,43,87
2,45,43,88
2,45,44,89
2,44,44,90
2,44,45,91
2,43,45,92
1,43,46,93
1,42,46,94
1,42,47,95
1,42,47,96
1,41,48,97
1,41,48,98
1,40,48,99
1,40,49,100
1,40,49,101
1,39,50,102
1,39,50,103
1,38,51,104
1,38,51,105
1,38,52,106
1,37,52,107
1,37,52,108
1,36,53,109
1,36,53,110
1,36,54,111
1,35,54,112
1,35,54,113
1,35,55,114
1,34,55,115
1,34,56,116
1,33,56,117
1,33,56,118
1,33,57,119
1,32,57,120
1,32,57,121
0,32,58,122
0,31,58,123
0,31,59,124
0,31,59,125
0,30,59,126
0,30,60,127
0,30,60,128
0,29,60,129
0,29,61,130
0,29,61,131
0,28,61,132
0,28,62,133
0,28,62,134
0,27,62,135
0,27,63,136
0,27,63,137
0,27,63,138
0,26,63,139
0,26,64,140
0,26,64,141
0,25,64,142
0,25,65,143
0,25,65,144
0,25,65,145
0,24,65,146
0,24,66,147
0,24,66,148
0,23,66,149
0,23,67,150
0,23,67,151
0,23,67,152
0,22,67,153
0,22,68,154
0,22,68,155
0,22,68,156
0,21,68,157
0,21,69,158
0,21,69,159
0,21,69,160
0,21,69,161
0,20,69,162
0,20,70,163
0,20,70,164
0,20,70,165
0,19,70,166
0,19,71,167
0,19,71,168
0,19,71,169
0,19,71,170
0,18,71,171
0,18,72,172
0,18,72,173
0,18,72,174
0,18,72,175
0,17,72,176
0,17,73,177
0,17,73,178
0,17,73,179
0,17,73,180
0,16,73,181
0,16,74,182
0,16,74,183
0,16,74,184
0,16,74,185
0,16,74,186
0,15,75,187
0,15,75,188
0,15,75,189
0,15,75,190
0,15,75,191
0,15,75,192
0,14,76,193
0,14,76,194
0,14,76,195
0,14,76,196
0,14,76,197
0,14,76,198
0,13,76,199
0,13,77,200
0,13,77,201
0,13,77,202
0,13,77,203
0,13,77,204
0,13,77,205
0,12,78,206
0,12,78,207
0,12,78,208
0,12,78,209
0,12,78,210
0,12,78,211
0,12,78,212
0,11,78,213
0,11,79,214
0,11,79,215
0,11,79,216
0,11,79,217
0,11,79,218
0,11,79,219
0,11,79,220
0,10,79,221
0,10,80,222
0,10,80,223
0,10,80,224
0,10,80,225
0,10,80,226
0,10,80,227
0,10,80,228
0,10,80,229
0,9,80,230
0,9,81,231
0,9,81,232
0,9,81,233
0,9,81,234
0,9,81,235
0,9,81,236
0,9,81,237
0,9,81,238
0,9,81,239
0,8,81,240
0,8,82,241
0,8,82,242
0,8,82,243
0,8,82,244
0,8,82,245
0,8,82,246
0,8,82,247
0,8,82,248
0,8,82,249
0,8,82,250
0,7,82,251
0,7,83,252
0,7,83,253
0,7,83,254
0,7,83,255
0,7,83,256
0,7,83,257
0,7,83,258
0,7,83,259
0,7,83,260
0,7,83,261
0,7,83,262
0,7,83,263
0,6,84,264
0,6,84,265
0,6,84,266
0,6,84,267
0,6,84,268
0,6,84,269
0,6,84,270
0,6,84,271
0,6,84,272
0,6,84,273
0,6,84,274
0,6,84,275
0,6,84,276
0,6,84,277
0,5,84,278
0,5,85,279
0,5,85,280
0,5,85,281
0,5,85,282
0,5,85,283
0,5,85,284
0,5,85,285
0,5,85,286
0,5,85,287
0,5,85,288
0,5,85,289
0,5,85,290
0,5,85,291
0,5,85,292
0,5,85,293
0,5,85,294
0,5,85,295
0,4,85,296
0,4,86,297
0,4,86,298
0,4,86,299
0,4,86,300
0,4,86,301
0,4,86,302
0,4,86,303
0,4,86,304
0,4,86,305
0,4,86,306
0,4,86,307
0,4,86,308
0,4,86,309
0,4,86,310
0,4,86,311
0,4,86,312
0,4,86,313
0,4,86,314
0,4,86,315
0,4,86,316
0,4,86,317
0,3,86,318
0,3,87,319
0,3,87,320
0,3,87,321
0,3,87,322
0,3,87,323
0,3,87,324
0,3,87,325
0,3,87,326
0,3,87,327
0,3,87,328
0,3,87,329
0,3,87,330
0,3,87,331
0,3,87,332
0,3,87,333
0,3,87,334
0,3,87,335
0,3,87,336
0,3,87,337
0,3,87,338
0,3,87,339
0,3,87,340
0,3,87,341
0,3,87,342
0,3,87,343
0,3,87,344
0,3,87,345
0,3,87,346
0,3,87,347
0,2,87,348
0,2,88,349
0,2,88,350
0,2,88,351
0,2,88,352
0,2,88,353
0,2,88,354
0,2,88,355
0,2,88,356
0,2,88,357
0,2,88,358
0,2,88,359
0,2,88,360
0,2,88,361
0,2,88,362
0,2,88,363
0,2,88,364
0,2,88,365
0,2,88,366
0,2,88,367
0,2,88,368
0,2,88,369
0,2,88,370
0,2,88,371
0,2,88,372
0,2,88,373
0,2,88,374
0,2,88,375
0,2,88,376
0,2,88,377
0,2,88,378
0,2,88,379
0,2,88,380
0,2,88,381
0,2,88,382
0,2,88,383
0,2,88,384
0,2,88,385
0,2,88,386
0,2,88,387
0,2,88,388
0,2,88,389
0,2,88,390
0,2,88,391
0,2,88,392
0,1,88,393
0,1,88,394
0,1,89,395
0,1,89,396
0,1,89,397
0,1,89,398
0,1,89,399
0,1,89,400
0,1,89,401
0,1,89,402
0,1,89,403
0,1,89,404
0,1,89,405
0,1,89,406
0,1,89,407
0,1,89,408
0,1,89,409
0,1,89,410
0,1,89,411
0,1,89,412
0,1,89,413
0,1,89,414
0,1,89,415
0,1,89,416
0,1,89,417
0,1,89,418
0,1,89,419
0,1,89,420
0,1,89,421
0,1,89,422
0,1,89,423
0,1,89,424
0,1,89,425
0,1,89,426
0,1,89,427
0,1,89,428
0,1,89,429
0,1,89,430
0,1,89,431
0,1,89,432
0,1,89,433
0,1,89,434
0,1,89,435
0,1,89,436
0,1,89,437
0,1,89,438
0,1,89,439
0,1,89,440
0,1,89,441
0,1,89,442
0,1,89,443
0,1,89,444
0,1,89,445
0,1,89,446
0,1,89,447
0,1,89,448
0,1,89,449
0,1,89,450
0,1,89,451
0,1,89,452
0,1,89,453
0,1,89,454
0,1,89,455
0,1,89,456
0,1,89,457
0,1,89,458
0,1,89,459
0,1,89,460
0,1,89,461
0,1,89,462
0,1,89,463
0,1,89,464
0,1,89,465
0,1,89,466
0,1,89,467
0,1,89,468
0,1,89,469
0,1,89,470
0,1,89,471
0,1,89,472
0,1,89,473
0,1,89,474
0,1,89,475
0,1,89,476
0,1,89,477
0,1,89,478
0,1,89,479
0,1,89,480
0,1,89,481
0,1,89,482
0,1,89,483
0,1,89,484
0,1,89,485
0,1,89,486
0,1,89,487
0,1,89,488
0,1,89,489
0,0,89,490
0,0,89,491
0,0,89,492
0,0,89,493
0,0,89,494
0,0,89,495
0,0,90,496
0,0,90,497
0,0,90,498
0,0,90,499
0,0,90,500
0,0,90,500
